timestamp,device_id,route_id,event_id,latitude,longitude,speed_kmph,road_type,weather,event_class,accel_x_mean,accel_y_mean,accel_z_mean,accel_x_std,accel_y_std,accel_z_std,gyro_x_mean,gyro_y_mean,gyro_z_mean,gyro_x_std,gyro_y_std,gyro_z_std,vibration_rms,vibration_peak,jerk_rms,frequency_dominant_hz,event_duration_ms,sampling_rate_hz,pothole_depth_cm,pothole_length_cm,pothole_width_cm,severity
2026-09-11 16:46:32.723237,device_0001,route_0017,event_075721,34.042658888895865,81.15245382095478,54.59789115566063,URBAN,CLEAR,ROUGH_PATCH,-0.2018402659268816,0.23830528413388,9.90984728029424,1.0234691920414711,0.6488821141258807,1.1274182627181035,-0.0295239230929842,-0.0071535655459078,-0.0431954332640449,0.2064374841771345,0.2542720497777904,0.215153600787855,1.1226825483536886,2.796614315290048,0.4481324877451897,1.923076923076923,1047.126215507572,49.659725093210575,0.0,0.0,0.0,UNKNOWN
2026-09-11 16:53:59.023237,device_0028,route_0039,event_080184,35.28077848640317,79.70103020922495,63.50053844781647,URBAN,WET,NORMAL,0.2152191224436513,-0.0342006229989387,9.805874317634608,0.291991706978071,0.3503872981278195,0.3006131565122264,-0.0838997404681746,0.017260097577925,-0.0547828752561872,0.1111677738659944,0.0994249740506914,0.1001842373613531,0.3004284251012828,0.642022250635554,0.4700570538018569,8.771929824561402,1164.8650637957344,48.932706260641424,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:13:27.023237,device_0018,route_0036,event_019864,30.45617225750457,77.14161704982575,9.525918250536524,HIGHWAY,CLEAR,POTHOLE,-0.1177589106035024,-0.048592893636892,10.073573744274375,0.3635985393000833,0.3594836833256321,1.4164847728091177,0.0711158755184707,-0.0275485061336842,0.0274800931858457,0.0931480409460973,0.0854584648496177,0.0905355726007169,1.445079822487228,5.9173524496582015,1.335957137704051,18.0,997.0437077419236,50.14825289178003,11.644722483829336,22.054878411619157,21.202996392124252,CRITICAL
2026-09-11 16:48:10.523237,device_0022,route_0042,event_076699,35.436198392796214,77.82774091304859,9.500615867321905,URBAN,RAIN,NORMAL,0.025731994153732,0.0375273879455428,9.68300876599345,0.3993605276583785,0.3564122995476873,0.3270267238874115,-0.0049893430452226,-0.0138683030278151,-0.0170496663874381,0.0943092499344628,0.0985063775296829,0.1029680060684357,0.3436405494854634,0.8760982477893897,0.5053350691147814,22.13114754098361,1173.9747253078074,51.96023277588557,0.0,0.0,0.0,UNKNOWN
2026-09-11 17:15:19.723237,device_0016,route_0027,event_092991,25.166967472311537,84.70957840067572,43.776757891108176,RESIDENTIAL,CLEAR,NORMAL,-0.0052416643526375,0.1267918312777879,9.80518416826145,0.3101449101820268,0.3205211425146002,0.3143693821784558,-0.0124040801958926,-0.0410943096545971,0.044845937138389,0.1020728559355342,0.1080875742718179,0.1037661872984415,0.3153896855432904,0.8716561506637088,0.4399743969716759,16.96428571428571,1173.9088107441603,47.70387570777382,0.0,0.0,0.0,UNKNOWN
2026-09-11 16:47:44.023237,device_0000,route_0016,event_076434,35.372628866951466,75.52665863237988,59.177884126255655,HIGHWAY,WET,ROUGH_PATCH,-0.0208017071670624,0.1891327412136469,9.84363344832608,0.8580886874923097,0.574579899121548,0.5937377189164788,0.0422649873716919,-0.0507263271904676,-0.0688713184232446,0.1651132029153804,0.1719479184350602,0.1537121044561342,0.605876276150828,1.4637823939116057,0.3619697624830622,1.818181818181818,1088.9886895864247,50.50557505871605,0.0,0.0,0.0,UNKNOWN
2026-09-11 17:00:21.023237,device_0004,route_0004,event_084004,32.785471359622214,83.43002827911256,18.30829369045937,URBAN,RAIN,NORMAL,-0.1793490057179875,-0.0711328427038459,9.594274730591764,0.2797481514000769,0.3103982094818195,0.314430966645949,0.0317561299746023,-0.01254975904858,0.041693183353612,0.1001342095260462,0.0837287844761984,0.1114670202845082,0.3707024867119926,0.8642152127189942,0.4644498140958213,6.666666666666667,1194.4208269519645,50.2335513967164,0.0,0.0,0.0,UNKNOWN
2026-09-11 16:55:12.323237,device_0010,route_0033,event_080917,34.92177571518512,80.79830979905452,60.389148652328345,RESIDENTIAL,CLEAR,NORMAL,-0.1903176562579839,0.120446029047684,9.76930322334028,0.2996985670969987,0.3363402178089301,0.3207290400947023,0.0018891238452232,0.0413689388549825,-0.0107415979704267,0.0995903799730396,0.1052581179397313,0.0962301458696702,0.3185168033439289,0.8836685104204722,0.4598978565991651,8.771929824561402,1171.778857581421,48.64399082745811,0.0,0.0,0.0,UNKNOWN
2026-09-11 16:21:37.323237,device_0016,route_0031,event_060767,23.425127986255674,79.18168142979442,36.176046144186,RURAL,WET,NORMAL,-0.0600944096392087,0.0481619492546171,9.851122346263557,0.33441205192941,0.3160736919102024,0.3617855354424751,-0.0094997003193861,-0.0399259048757071,0.0230024811567681,0.0883555946163269,0.0966338600424451,0.1141640461865163,0.3647818906089644,0.8266413909211696,0.51289407788073,16.96428571428571,1173.9088107441603,47.70387570777382,0.0,0.0,0.0,UNKNOWN
2026-09-11 16:03:48.023237,device_0024,route_0049,event_050074,33.07575714520572,76.40325665339904,38.01429466874844,HIGHWAY,WET,SPEED_BREAKER,0.3418297328954238,0.0799462541533161,10.351240013508564,0.7028841464825526,0.6882439152419088,1.197023792284243,-0.0493283319375237,-0.05403209516334,0.0326960562663539,0.129686606702795,0.1515723553849715,0.1491497800398261,1.4099336090390726,5.279392093127793,0.8104156741954822,0.7042253521126761,1357.0829245606951,52.318099885446266,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:26:30.723237,device_0009,route_0022,event_027701,31.15079551607533,77.12176425927397,39.0737254711424,RESIDENTIAL,CLEAR,NORMAL,-0.2124776035303094,0.0188313989386347,9.885303229077644,0.2826001004963128,0.280759224382146,0.3331153729027564,-0.0121291934704,0.0349430990075767,0.010787137780368,0.0865629849962287,0.1054213230127828,0.0964090702593789,0.3468475951317532,0.8990471582338184,0.414233323341202,14.285714285714285,1175.8012798150014,47.62709563372047,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:50:34.723237,device_0002,route_0031,event_042141,24.988540002005557,78.58015064286367,86.63240850732855,URBAN,RAIN,NORMAL,0.0992078359306446,-0.04103518132188,9.661647635811152,0.3385604591359888,0.3161783651538243,0.3023215242477727,-0.0101659487874167,-0.004376923764955,0.0130821290429327,0.0964051212068439,0.0873428091617464,0.0892683917198004,0.3276634665943728,0.924173928433083,0.4562895277985206,18.333333333333336,1189.0117987248957,50.46207284431021,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:55:28.623237,device_0028,route_0031,event_045080,24.74181242771995,78.6750969663874,21.714880186145976,RESIDENTIAL,CLEAR,NORMAL,0.2128866843376051,-0.091790941959324,9.764228404268518,0.3871752315228846,0.250993199952255,0.2727718220055948,-0.0483958446265785,-0.0226479627683409,-0.0407005896999241,0.0894876369173939,0.1018407342146182,0.1059331540813285,0.2736968890495461,0.7850997348867033,0.436382507338735,6.140350877192982,1164.8650637957344,48.932706260641424,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:08:04.423237,device_0004,route_0021,event_016638,28.36184935965139,78.73588418709106,21.00966174111801,HIGHWAY,CLEAR,NORMAL,-0.1400884848472395,0.003270969536369,9.670352120266902,0.2510584046556492,0.3287482903377214,0.3559949423914141,0.0612632558412121,-0.0109212545817412,-0.0025058388428357,0.1260025423990704,0.0907588753235731,0.0954140701690033,0.3743393911394901,1.0572588946993164,0.4518951387244118,15.833333333333334,1194.4208269519645,50.2335513967164,0.0,0.0,0.0,UNKNOWN
2026-09-11 15:14:23.023237,device_0025,route_0033,event_020424,30.223862076891532,78.05522924653403,20.056637729045352,URBAN,CLEAR,NORMAL,-0.1333145437240787,-0.0896259623804142,9.94661779909056,0.3569655735116306,0.3404558599256981,0.3366887117112882,-0.015851758419312,-0.0334714873430904,0.0032697108321074,0.1033323390751329,0.1102418356823172,0.0973923014094069,0.3719365429770455,0.8533166343496408,0.4670825530503448,4.166666666666667,1191.6511525911126,50.35030585044683,0.0,0.0,0.0,UNKNOWN
2026-09-11 17:08:10.823237,device_0018,route_0023,event_088702,24.28022367882148,83.97795546535987,18.02208029526688,RURAL,CLEAR,POTHOLE,-0.1394764144123044,-0.1016936736996686,10.219172444847594,0.4359332180144856,0.3171220895082103,1.7366662685870116,0.0297920695046541,-0.0372178936570736,0.0145556172716422,0.1176552285543996,0.1123361551077787,0.1199828001024179,1.7999980670752838,6.023332041851658,1.4853946408697354,19.0,997.0437077419236,50.14825289178003,13.487993768409671,26.21701365855728,25.99705695135261,CRITICAL
2026-09-11 14:40:35.523237,device_0025,route_0044,event_000149,28.541887154920104,77.21725705167549,43.03621921369333,URBAN,CLEAR,SPEED_BREAKER,-0.0799496877753466,-0.0562797082998414,10.307836121421472,0.6373587393500199,0.4717102419332559,1.1477382705436736,-0.0232341695407516,-0.0477474096504055,0.0376080529274276,0.18538174573963,0.1681844056993551,0.1835945607820014,1.298922421768301,4.40989244903264,0.8170150242784222,0.7142857142857142,1390.2596780229646,50.35030585044683,0.0,0.0,0.0,UNKNOWN
